"id","registered_name","active_ingredient","pharmaceutical_form","insurance_list","issuing","atc","license_holder"
"DN7DEtWSPJK2hDqLceLqpNlianH","Remodulin® 2.5mg/mL rastvor za injekciju","treprostinil","rastvor za injekciju",,"SZ","B01AC21","PROVIDENS D.O.O., BEOGRAD"
"3uUF1SYad4fov7L7D0IpziYSLlQ","Pollinex Grasses+Rye 2000 2000s.j./0.5mL suspenzija za injekciju","alergeni polena trava (hemijski modifikovani, adsorbovani na L-tirozin)","suspenzija za injekciju",,"SZ",,"PREDSTAVNIŠTVO VIVAX PHARMACEUTICALS S.R.O. BEOGRAD - ZVEZDARA"
"XGidO8OBDMeYY8P9mQoIMkvSTF8","Timadren 5mg/mL kapi za oči, rastvor","timolol","kapi za oči, rastvor",,"R","S01ED01","HEMOFARM AD VRŠAC"
"x2xyukSweCUlta5Gyfqv0SBZ7uK","Urorec® 4mg kapsula, tvrda","silodosin","kapsula, tvrda",,"R","G04CA04","PHARMASWISS D.O.O., BEOGRAD"
"vdk1e7HhcPTfiO8EnoPRKhQId9L","Strepsils® pomorandža sa vitaminom C 1.2mg+0.6mg+33.5mg+74.9mg lozenga","2,4-dihlorbenzilalkohol, amilmetakrezol, askorbinska kiselina, natrijum-askorbat","lozenga",,"BR",,"NELT CO. D.O.O. BEOGRAD"
"894muzU95qBmZgpLwKxQC6lviQS","Omacor® 1000mg kapsula, meka","omega-3-kiselina etil estri 90","kapsula, meka",,"R",,"PREDSTAVNIŠTVO BGP PRODUCTS SWITZERLAND GMBH BEOGRAD-NOVI BEOGRAD"
"ct6zoI4YS1OV1zjn0FLtmV5Fqa3","Barios® 5mg tableta","nebivolol","tableta","A1","R","C07AB12","HEMOFARM AD VRŠAC"
"wfyCOtbMR3yQirPxaNM3yeIwJ3L","ESRADIN® 5mg film tableta","desloratadin","film tableta",,"R","R06AX27","KRKA-FARMA D.O.O. BEOGRAD"
"9UgfnnVDkzazSL0QBTUfszjcVGV","Epigabin® 300mg kapsula, tvrda","pregabalin","kapsula, tvrda",,"R","N03AX16","TEVA SERBIA D.O.O. BEOGRAD"
"amOIR1u6ZKclkfRMZSaGMNOWwMt","Neodeksacin® 1mg/mL+3.5mg/mL kapi za oči, rastvor","deksametazon, neomicin","kapi za oči, rastvor","A1","R","S01CA01","HEMOFARM AD VRŠAC"
"8qpTLopNTE10dXzuy9o7gPOIG2J","Orvagil® D 400mg film tableta","metronidazol","film tableta","A","R","P01AB01","GALENIKA AD BEOGRAD"
"dcMBX5g2qz8LSyWWBifGXfjWJzI","Monkasta® 4mg tableta za žvakanje","montelukast","tableta za žvakanje",,"R","R03DC03","KRKA-FARMA D.O.O. BEOGRAD"
"GVM2ZQyhjSnCUf0X6B1Qa0Q8j54","Kansen® 2% vaginalni krem","klotrimazol","vaginalni krem",,"BR","G01AF02","ACTAVIS D.O.O. BEOGRAD"
"zpvR5AhZSQtVouM11T39o50Zr96","Jurnista® 16mg tableta sa produženim oslobađanjem","hidromorfon","tableta sa produženim oslobađanjem","A","NR","N02AA03","PREDSTAVNIŠTVO JANSSEN-CILAG KFT BEOGRAD"
"ofhEUtHzJsLxE45oBV1cW9HxHCJ","Cavinton® 5mg tableta","vinpocetin","tableta",,"R","N06BX18","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"OqEJWjBUFjik8OUO8QX7KeUTCwS","Apidra® Solostar® 100j./mL rastvor za injekciju u penu sa uloškom","insulin glulizin","rastvor za injekciju u penu sa uloškom","A","R","A10AB06","SANOFI-AVENTIS D.O.O. BEOGRAD"
"fpnr1rB1gR3bxVfvSt6QK3I0F1K","Septolete® total limun i zova 1mg+3mg lozenga","cetilpiridinijum-hlorid, benzidamin","lozenga",,"BR","R02AA06","KRKA-FARMA D.O.O. BEOGRAD"
"9o5T1hGA3fhuKc1ASrvapwVJpFE","Treana D 10mg oralna disperzibilna tableta","olanzapin","oralna disperzibilna tableta","A","R","N05AH03","HEMOFARM AD VRŠAC"
"czL47bThv9oBUKUV6qaGmXOLyrK","Bortezomib Pliva 3.5mg prašak za rastvor za injekciju","bortezomib","prašak za rastvor za injekciju","C","SZ","L01XX32","ACTAVIS D.O.O. BEOGRAD"
"epm2IvUYg0aXH0dYmmjL5CijmFF","Concor® ASA 5mg+100mg kapsula, tvrda","bisoprolol, acetilsalicilna kiselina","kapsula, tvrda",,"R","C07AB57","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"bzSzGpcp05W3pPpqm3nQ7YivIEN","Haemonine 500 100i.j./mL prašak i rastvarač za rastvor za injekciju","koagulacioni faktor IX, humani","prašak i rastvarač za rastvor za injekciju","B","SZR","B02BD04","BEOHEM - 3 D.O.O."
"ibz4BOezQu0juowwjBug5qFneiG","Mircera® 100mcg/0.3 mL rastvor za injekciju u napunjenom injekcionom špricu","metoksipolietilenglikol-epoetin beta","rastvor za injekciju u napunjenom injekcionom špricu","C","SZR","B03XA03","ROCHE D.O.O. BEOGRAD"
"kB9sa2RTzNp2qUjw0m9SdpxgMt2","Nitroglicerin UNION 0.5mg sublingvalna tableta","gliceriltrinitrat","sublingvalna tableta","A","R","C01DA02","UNION-MEDIC D.O.O. NOVI SAD"
"Rx3fbrMmaN1UpSCh9YQwLtvJWNA","Furas® 20mg+50mg kapsula, tvrda","furosemid, spironolakton","kapsula, tvrda",,"R",,"ALVOGEN PHARMA D.O.O."
"MiuH8GM2uraybKCXaECBk5Jb9fD","Paralen® Hot Drink Višnja 650mg+10mg granule za oralni rastvor","paracetamol, fenilefrin","granule za oralni rastvor",,"BR","N02BE51","SANOFI-AVENTIS D.O.O. BEOGRAD"
"YA5A3eHKWzIhiU65ogY4LuPQM0C","DITEVAKSAL-T® 30i.j./0.5mL+40i.j./0.5mL suspenzija za injekciju","vakcina protiv difterije i tetanusa, adsorbovana","suspenzija za injekciju","B","Z","J07AM51","INSTITUT ZA VIRUSOLOGIJU, VAKCINE I SERUME TORLAK"
"7hTos5SjGL5I2HqImgHilY1wqk9","Pharmatex® 18.9mg vaginalna kapsula, meka","benzalkonijum-hlorid","vaginalna kapsula, meka",,"BR",,"PREDSTAVNIŠTVO LABORATOIRE INNOTECH INTERNATIONAL BEOGRAD"
"9cuCGYyLwcdb1NsItOcuLoqJHpU","Integrilin® 0.75mg/mL rastvor za infuziju","eptifibatid","rastvor za infuziju",,"SZ","B01AC16","PREDSTAVNIŠTVO GLAXOSMITHKLINE EXPORT LIMITED, BEOGRAD (NOVI BEOGRAD)"
"QIIyEV7gNfRv5FjdkbY9CZrYOVO","Donepezil Alvogen® 5mg film tableta","donepezil","film tableta","A1","R","N06DA02","ALVOGEN PHARMA D.O.O."
"VVaBja0w9HLrg9Wa6HM2gSz5qo","Influcid® 25mg+25mg+25mg+25mg+25mg+25mg tableta","aconitum trit. D3, gelsemium trit. D3, ipecacuanha trit. D3, phosphorus trit. D5, bryonia trit. D2, eupatorium perfoliatum trit. D1","tableta",,"BR",,"ALPEN PHARMA DOO BEOGRAD (PALILULA)"
"NgyUqhRQRRjxZwXkhHn10beOlAJ","Coryol® 6.25mg tableta","karvedilol","tableta","A","R","C07AG02","KRKA-FARMA D.O.O. BEOGRAD"
"Oeq2SOMlyTSFeAaw1OJKok2I5i6","Exnise® 50mcg/doza sprej za nos, suspenzija","mometazon","sprej za nos, suspenzija",,"R","R01AD09","ACTAVIS D.O.O. BEOGRAD"
"O4Q3fGmRt5jjHpP5PZAn3h88wA2","Tivoral® 100mcg tableta","levotiroksin-natrijum","tableta","A","R","H03AA01","GALENIKA AD BEOGRAD"
"xDiG6LWcLLVaVbs6qixfRukjCJP","Montelukast 5mg tableta za žvakanje","montelukast","tableta za žvakanje",,"R","R03DC03","NELT CO. D.O.O. BEOGRAD"
"1puxHnK7lvTUeDotx2Ldr2sa40V","Atacor® 40mg film tableta","atorvastatin","film tableta","A+A1","R","C10AA05","ZDRAVLJE AD LESKOVAC"
"njnHhUl3nnPub5ibDyMsveH8rh1","Insulatard® Penfill® 100i.j./mL suspenzija za injekciju u ulošku","insulin humani","suspenzija za injekciju u ulošku","A","R","A10AC01","NOVO NORDISK PHARMA DOO BEOGRAD"
"lo9WByl1lCBkXGI3Jz3zAv56iyM","Euvax B® 20mcg/mL suspenzija za injekciju","vakcina protiv hepatitisa B, rekombinantna","suspenzija za injekciju","B","Z","J07BC01","PHARMA-MAAC DOO BEOGRAD"
"djp8XO87IqN4QptMX3YMtlcvTC8","Mertenil® 5mg film tableta","rosuvastatin","film tableta",,"R","C10AA07","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"P7YsCV9Bq4aJgTxZSDLPUqoLOqT","Ranitidin 50mg/2mL rastvor za injekciju/infuziju","ranitidin","rastvor za injekciju/infuziju","B","Z","A02BA02","HEMOFARM AD VRŠAC"
"LiERFTo4GghhoQexuWC0xPNQGA9","DIPILEN® 20mg film tableta","lerkanidipin","film tableta","A1","R","C08CA13","ACTAVIS D.O.O. BEOGRAD"
"RYSFfSqCmBWmsBJMtlVS2plhDu6","Lupron® 3.75mg/mL prašak i rastvarač za suspenziju za injekciju u napunjenom injekcionom špricu","leuprorelin","prašak i rastvarač za suspenziju za injekciju u napunjenom injekcionom špricu","B","SZ","L02AE02","PREDSTAVNIŠTVO ABBVIE BIOPHARMACEUTICALS GMBH BEOGRAD-NOVI BEOGRAD"
"GlJyiVmHGJClG4kkAk0Lt9UpwTD","Zoledronat Sandoz® 5mg/100mL rastvor za infuziju","zoledronska kiselina","rastvor za infuziju",,"SZ","M05BA08","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"daiAMhiXABrQ1rtGiRowhzXMxB","IQYMUNE 100mg/mL rastvor za infuziju","humani normalni imunoglobulin za intravensku upotrebu","rastvor za infuziju",,"SZ","J06BA02","DIJAGFARM DOO BEOGRAD"
"3bzi5Iq5rv0CAX023cBZv6aNBf8","Capsion 50-3700MBq kapsula, tvrda","natrijum-jodid (I-131)","kapsula, tvrda",,"SZ",,"INSTITUT ZA NUKLEARNE NAUKE VINČA SPOLJNOTRGOVINSKI PROMET"
"GdvYQunQXGgUTnmGDh3Wks6LEZ4","Physioneal 40 glukoza 2.27% m/v / 22.7 mg/ml 22.7g/L+5.38g/L+0.184g/L+0.051g/L+2.1g/L+1.68g/L rastvor za peritonealnu dijalizu","glukoza, natrijum-hlorid, kalcijum-hlorid, magnezijum-hlorid, natrijum-hidrogenkarbonat, natrijum-laktat","rastvor za peritonealnu dijalizu","B","SZR",,"DIACELL D.O.O. BEOGRAD"
"Ddn8Pes7uYRQKwKlyB3qGf59wmK","Magnegita® 500 500µmol/mL rastvor za injekciju","gadopentetska kiselina","rastvor za injekciju","B","Z","V08CA01","FARMAMEDIJA DOO BEOGRAD"
"ycH7PiFnWpOaKUEGiqVVz3wceM8","Alvotadin® 5mg film tableta","desloratadin","film tableta",,"R","R06AX27","ALVOGEN PHARMA D.O.O."
"ooXu9u3ORNiMRwS4UfGTK9UWJv2","Pragiola® 300mg kapsula, tvrda","pregabalin","kapsula, tvrda","A+A1","R","N03AX16","KRKA-FARMA D.O.O. BEOGRAD"
"ZKcfogsKME9ULn5U40ni0fPJic8","Concerta® 18mg tableta sa produženim oslobađanjem","metilfenidat","tableta sa produženim oslobađanjem","A","NR","N06BA04","PREDSTAVNIŠTVO JANSSEN-CILAG KFT BEOGRAD"
"Hp2e7HUDdhfTEq64Ky7s1AG8ecT","Aminoven 15% 5.2g/L+8.9g/L+5.5g/L+11.1g/L+3.8g/L+8.6g/L+5.5g/L+25g/L+20g/L+18.5g/L+7.3g/L+17g/L+9.6g/L+0.4g/L+2g/L+1.6g/L rastvor za infuziju","izoleucin, leucin, valin, lizin, metionin, treonin, fenilalanin, alanin, arginin, glicin, histidin, prolin, serin, tirozin, taurin, triptofan","rastvor za infuziju",,"SZ","B05BA01","PHARMASWISS D.O.O., BEOGRAD"
"vWtqoWK06WowLVJwB0mFW3tdSTU","Crestor® 40mg film tableta","rosuvastatin","film tableta",,"R","C10AA07","PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD"
"VsA0tExLD0Sgwiog9QVobQ8mf2W","Lyrica® 300mg kapsula, tvrda","pregabalin","kapsula, tvrda","A+A1","R","N03AX16","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"7lNpWfmVSjO95I9VorHZOzHXwBR","Rapidol® S 200mg kapsula, meka","ibuprofen","kapsula, meka",,"BR","M01AE01","PHARMASWISS D.O.O., BEOGRAD"
"5oqhksilg7awCQopHxQOBO31dTK","Epica® 50mg kapsula, tvrda","pregabalin","kapsula, tvrda","A+A1","R","N03AX16","ACTAVIS D.O.O. BEOGRAD"
"OuiAAikYQFsxNSklpI3YAJYhZ6M","Omnipaque™ 350mg I/mL rastvor za injekciju","joheksol","rastvor za injekciju","B","SZ","V08AB02","AMICUS SRB D.O.O."
"sMPkgDvITQhmonkNYbrMJ6NO9UN","Bedoxin® 50mg/2mL rastvor za injekciju","piridoksin","rastvor za injekciju","B","Z","A11HA02","GALENIKA AD BEOGRAD"
"mnv8O5Vy4WJQP1w9vgGqvuMeAeE","Arimidex® 1mg film tableta","anastrozol","film tableta","A1","R","L02BG03","PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD"
"oTDhzstezzmKDBKTSQklctJZPr4","Imnovid® 2mg kapsula, tvrda","pomalidomid","kapsula, tvrda",,"SZR",,"BENIFARM D.O.O."
"M4104dVoEzzjZvbgdbwAMcln9cL","Midol® 300mg tableta; 2x10kom","acetilsalicilna kiselina","tableta",,"BR","N02BA01","HEMOFARM AD VRŠAC"
"Bt9ajgsZql8S1cX1Jtb340mIOlN","MONOSAN® 20mg tableta","izosorbidmononitrat","tableta","A","R","C01DA14","SLAVIAMED DOO BEOGRAD"
"wTAYFDFJ33Mv56kWIkfgcCIJdAM","Ernafil® 50mg film tableta","sildenafil","film tableta",,"R","G04BE03","ACTAVIS D.O.O. BEOGRAD"
"J5xdXHHh5xgPCbH5jjjKYcWlKDK","Sortis® 10mg film tableta","atorvastatin","film tableta",,"R","C10AA05","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"Ed06lu6nm9v7BrUBsWgUm1Myn6U","Zanida® 1000mg film tableta","levetiracetam","film tableta","A","R","N03AX14","HEMOFARM AD VRŠAC"
"mrXKGsFedZhNaTl90kwJMlbb6QH","Imnovid® 3mg kapsula, tvrda","pomalidomid","kapsula, tvrda",,"SZR",,"BENIFARM D.O.O."
"E12Gm2GQBqffH0LaRVGNf4CoG2B","Lamotrix® 50mg tableta","lamotrigin","tableta","A","R","N03AX09","FARMALOGIST D.O.O. BEOGRAD"
"zoqA8IAe697cFw2TslAR3PVuIVt","Fervex® za decu 280mg+10mg+100mg granule za oralni rastvor","paracetamol, feniramin, askorbinska kiselina","granule za oralni rastvor",,"BR","N02BE51","AMICUS SRB D.O.O."
"xTfD7HO4bUB7DLNu1IomaUtGWUH","Kentring® 100mg film tableta","erlotinib","film tableta",,"R","L01XE03","ACTAVIS D.O.O. BEOGRAD"
"2LPydbypVUNnDUXcmoCmxy9OSOJ","Nplate® 250mcg prašak za rastvor za injekciju","romiplostim","prašak za rastvor za injekciju","C","SZR","B02BX04","AMICUS SRB D.O.O."
"N9kgZ1PraQKFcFc8wwr8VRJBR8M","Etoposide-Teva 100mg/5mL koncentrat za rastvor za infuziju","etopozid","koncentrat za rastvor za infuziju","B","SZ","L01CB01","ACTAVIS D.O.O. BEOGRAD"
"j3mSPEDYJxbK4Fu8178D6M5uIkH","Propofol 1% Fresenius 10mg/mL emulzija za injekciju/infuziju","propofol","emulzija za injekciju/infuziju","B","SZ","N01AX10","FRESENIUS KABI D.O.O. BEOGRAD"
"ELUvmZ1DJnJME0ZpIV8GU9or28A","Actawell® 100mg film tableta","kvetiapin","film tableta","A1","R","N05AH04","ACTAVIS D.O.O. BEOGRAD"
"Nhhgbk3AGnR9zjJQJcgBNtRhdDO","Prexanor® 5mg+5mg tableta","perindopril, amlodipin","tableta","A1","R","C09BB04","SERVIER D.O.O."
"RAGtIvErdsSqclymdVspV1CdMwS","SOLVITENZ® 160mg film tableta","valsartan","film tableta","A1","R","C09CA03","ACTAVIS D.O.O. BEOGRAD"
"o8CyTLohaAfIGP2s4mmLJgaHruQ","5-Fluorouracil Ebewe® 1000mg/20mL koncentrat za rastvor za injekciju/infuziju","fluorouracil","koncentrat za rastvor za injekciju/infuziju","B","SZ","L01BC02","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"2Y6ON5DFWIL0icz4ybQg20aWLsB","Pataxel 30mg/5mL koncentrat za rastvor za infuziju","paklitaksel","koncentrat za rastvor za infuziju","B","SZ","L01CD01","BEOCOMPASS DOO BEOGRAD"
"H1BAjqRN7HgkomwQkVW8dHSCIDK","Kventiax® 300mg film tableta","kvetiapin","film tableta","A1","R","N05AH04","KRKA-FARMA D.O.O. BEOGRAD"
"3QRUcFkltQUKivpXdtaJcckGhwT","Visus® 50mcg/mL kapi za oči, rastvor","latanoprost","kapi za oči, rastvor","A","R","S01EE01","HEMOFARM AD VRŠAC"
"bGpWMbtbuD1m0L9mbWRYvgfyfS9","Zenix 2mg/mL rastvor za infuziju","linezolid","rastvor za infuziju","B","SZ","J01XX08","HEMOFARM AD VRŠAC"
"YPROXKMgnza33CHkfUJau3RxvJI","Aurorix® 300mg film tableta","moklobemid","film tableta","A1","R","N06AG02","PREDSTAVNIŠTVO BGP PRODUCTS SWITZERLAND GMBH BEOGRAD-NOVI BEOGRAD"
"GbHIV26FdIXRFnkW1X37vVucAnS","Dutrys® 0.5mg kapsula, meka","dutasterid","kapsula, meka",,"R","G04CB02","KRKA-FARMA D.O.O. BEOGRAD"
"plsLOjS7Q1ZHiArfs25vx34UgX5","Orgalutran® 0.25mg/0.5mL rastvor za injekciju u napunjenom injekcionom špricu","ganireliks","rastvor za injekciju u napunjenom injekcionom špricu","B","SZ","H01CC01","MERCK SHARP & DOHME D.O.O."
"czYOyY94BDYYD5sbPLl5dSjkrpH","Torendo® 4mg film tableta","risperidon","film tableta",,"R","N05AX08","KRKA-FARMA D.O.O. BEOGRAD"
"xHU2IFwfGexhTlh8XfSKcw30A8N","Balance 2.3% glukoze, 1.25 mmol/l kalcijuma 5.64g/L+3.925g/L+0.1838g/L+0.1017g/L+22.73g/L rastvor za peritonealnu dijalizu","natrijum-hlorid, natrijum-laktat, kalcijum-hlorid, magnezijum-hlorid, glukoza","rastvor za peritonealnu dijalizu","B","SZR",,"FRESENIUS MEDICAL CARE SRBIJA D.O.O. VRŠAC"
"oEweIeDVMGe3HBY9OeqhHLc0E4N","Irinotecan HF 300mg/15mL koncentrat za rastvor za infuziju","irinotekan","koncentrat za rastvor za infuziju",,"SZ","L01XX19","HEMOFARM AD VRŠAC"
"Zf7qSzK0SzZ05lPRKP4Ko40xqgI","MELPAMID® 3mg tableta","glimepirid","tableta","A","R","A10BB12","PREDSTAVNIŠTVO BOSNALIJEK DD, BEOGRAD"
"POqnTJCWIZJfTtYC9D22o7fZU3K","Fuzeon® 90mg/mL prašak i rastvarač za rastvor za injekciju","enfuvirtid","prašak i rastvarač za rastvor za injekciju","B","SZR","J05AX07","ROCHE D.O.O. BEOGRAD"
"FBVkX6G5wCGZezw7pibDzEvIyW2","Gastritol® Liquid 0.5mL/10mL+0.5mL/10mL+2mL/10mL+3.5mL/10mL+1.5mL/10mL+0.5mL/10mL oralna tečnost","beli pelin (Artemisia absinthium L.), tečni ekstrakt herbe,  anđelika ( Angelica archangelica L.), tečni ekstrakt korena, kamilica ( Matricaria recutita L.), tečni ekstrakt cvasti, steža (Potentilla anserine L.), tečni ekstrakt herbe, sladić ( Glycyrrhiza glabra L.), tečni ekstrakt korena, blaženi čkalj (Cnicus benedictus L.), tečni ekstrakt herbe","oralna tečnost",,"BR",,"ALPEN PHARMA DOO BEOGRAD (PALILULA)"
"Xv4C0gPE2wgichfYOoEBXHOJbk2","Clexane® 8000i.j.Anti-Xa/0.8mL rastvor za injekciju u napunjenom injekcionom špricu","enoksaparin-natrijum","rastvor za injekciju u napunjenom injekcionom špricu","B","SZR","B01AB05","SANOFI-AVENTIS D.O.O. BEOGRAD"
"08jTzFBZSfyXhdvUbOZwjq6SLnP","Yurinex® 0.5mg/2mL rastvor za injekciju/infuziju","bumetanid","rastvor za injekciju/infuziju","B","Z","C03CA02","HEMOFARM AD VRŠAC"
"079ES4I4SsADge2QiUW0Ze8bZwR","Postinor®-2 0.75mg tableta","levonorgestrel","tableta",,"BR","G03AD01","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"m1Ls4nT7mS5GcvJZj42ARRYVDGS","Fortecortin® 4mg tableta","deksametazon","tableta",,"R","H02AB02","MERCK D.O.O. BEOGRAD"
"KhDbUbPkOlQMCs4XnRx1Ah94ONH","Telmitens® 80mg tableta","telmisartan","tableta","A1","R","C09CA07","PHARMASWISS D.O.O., BEOGRAD"
"aes8u6hpPzeVxAzGw1gM20TxmgQ","TELMIKOR PLUS® 80mg+25mg tableta","telmisartan, hidrohlortiazid","tableta","A1","R","C09DA07","ACTAVIS D.O.O. BEOGRAD"
"QInzsDIh9xAoF99FvEqMFqx3rJt","Betaklav® 875mg+125mg film tableta","amoksicilin, klavulanska kiselina","film tableta","A+A1","R","J01CR02","KRKA-FARMA D.O.O. BEOGRAD"
"bzATgHQpnAPex6j61X8iXPBHUH3","Temodal® 100mg kapsula, tvrda","temozolomid","kapsula, tvrda","C","R","L01AX03","MERCK SHARP & DOHME D.O.O."
"U8ycIhHjjfIidHOTUA2DCLRNcDV","Prylar 10mg+5mg kapsula, tvrda","ramipril, amlodipin","kapsula, tvrda",,"R",,"PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"y4CM4pFy9myV6Zha2fHK5hxl7C7","Glika® 30mg tableta sa produženim oslobađanjem","gliklazid","tableta sa produženim oslobađanjem",,"R","A10BB09","PREDSTAVNIŠTVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VOŽDOVAC)"
"cOUIpxoYn3Y8SqrNFci4CN8i6E9","Pantoprazol ADOC 40mg gastrorezistentna tableta","pantoprazol","gastrorezistentna tableta",,"R","A02BC02","ADOC D.O.O. BEOGRAD"
"KYMklSCIA3derHRZhoWPz3YfqcO","Zeffix® 100mg film tableta","lamivudin","film tableta","A","R","J05AF05","PREDSTAVNIŠTVO GLAXOSMITHKLINE EXPORT LIMITED, BEOGRAD (NOVI BEOGRAD)"
"03J17jvazS80JpcviyIMerbpqyQ","Xyzal® 0.5mg/mL oralni rastvor","levocetirizin","oralni rastvor","A","R","R06AE09","MEDIS PHARMA D.O.O. BEOGRAD"
"ygl5WkIl5cpucqLwePniho95haE","Cyclophosphamid Sandoz® 500mg prašak za rastvor za injekciju/infuziju","ciklofosfamid","prašak za rastvor za injekciju/infuziju",,"SZ","L01AA01","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"VFbmafjx5ztH28h10nR3QUf4BFF","Carsil® 22.5mg obložena tableta","sikavica (Silybum marianum L.Gaertner), suvi ekstrakt ploda","obložena tableta",,"BR",,"SOPHARMA TRADING D.O.O. BEOGRAD - NOVI BEOGRAD"
"SrSPBt9Tlmpb2naCkphF0EE0pK2","Metronidazole B. Braun 5mg/mL rastvor za infuziju","metronidazol","rastvor za infuziju","B","SZ","J01XD01","B.BRAUN ADRIA RSRB D.O.O. BEOGRAD"
"E5AnDQn4pCIehZyJPzXjq1TIcTI","Insuman® Basal SoloStar® 100i.j./mL suspenzija za injekciju u penu sa uloškom","insulin humani","suspenzija za injekciju u penu sa uloškom","A","R","A10AC01","SANOFI-AVENTIS D.O.O. BEOGRAD"
"eXMEbcrpcyW24hkL1BHRp4Tv10U","Fromilid® uno 500mg film tableta sa modifikovanim oslobađanjem","klaritromicin","film tableta sa modifikovanim oslobađanjem","A+A1","R","J01FA09","KRKA-FARMA D.O.O. BEOGRAD"
"SvDX2EjoseiMxmICt0uyOu9uzeU","Aleve® 220mg film tableta","naproksen","film tableta",,"BR","M01AE02","BAYER D.O.O. BEOGRAD"
"HxdoSbFnwOwDgWU1WctT6YAtWeB","Sortis® 20mg film tableta","atorvastatin","film tableta",,"R","C10AA05","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"uqP24Bk6fx8ShSjwctGrSGqKWK3","Euthyrox® 150mcg tableta","levotiroksin-natrijum","tableta",,"R","H03AA01","MERCK D.O.O. BEOGRAD"
"1qdD42IEBE97MY3gMgd6jlouDCL","Torisel® 30mg koncentrat i rastvarač za rastvor za infuziju","temsirolimus","koncentrat i rastvarač za rastvor za infuziju",,"SZ","L01XE09","PFIZER SRB D.O.O."
"onNGxWjCfyKmUG9DoiTu3pUk08I","Sobycor® 2.5mg film tableta","bisoprolol","film tableta","A","R","C07AB07","KRKA-FARMA D.O.O. BEOGRAD"
"JXy7cybHzqylLl6e1bupvDyCU7I","Pentaglobin® 50mg/mL rastvor za infuziju","humani normalni imunoglobulin za intravensku upotrebu","rastvor za infuziju",,"SZ","J06BA02","BEOHEM - 3 D.O.O."
"cbSZHN8ZiGGPMArRUPrDnqpnZZY","Gliclada® SR 90mg tableta sa produženim oslobađanjem","gliklazid","tableta sa produženim oslobađanjem",,"R","A10BB09","KRKA-FARMA D.O.O. BEOGRAD"
"ag3vYnblweg6xnRbC2lWcjnEPZN","Celebrex® 200mg kapsula, tvrda","celekoksib","kapsula, tvrda",,"R","M01AH01","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"Y79hnTZ63O2rpM4TWvFYpmj0kGt","Nurofen® junior jagoda 200mg/5mL oralna suspenzija","ibuprofen","oralna suspenzija",,"R","M01AE01","NELT CO. D.O.O. BEOGRAD"
"qctlWJkPNeKfbZljkjXrpGi0nn9","Natrii chloridi infundibile 0.9% 9g/L rastvor za infuziju","natrijum-hlorid","rastvor za infuziju","B","Z","B05XA03","DIACELL D.O.O. BEOGRAD"
"6a2FjFE5LYWYVdFuv4tr2koHpsV","Levalox® 250mg film tableta","levofloksacin","film tableta","A1","R","J01MA12","KRKA-FARMA D.O.O. BEOGRAD"
"z9l614n0hSTW9FwMxG0SYQGcFPJ","Prenessa® 2mg tableta","perindopril","tableta",,"R","C09AA04","KRKA-FARMA D.O.O. BEOGRAD"
"0sx4MF1QCT2FKwt2jNuPGMACL3H","Zinnat® 500mg film tableta","cefuroksim","film tableta","A+A1","R","J01DC02","PREDSTAVNIŠTVO GLAXOSMITHKLINE EXPORT LIMITED, BEOGRAD (NOVI BEOGRAD)"
"05jgbnjFptTXwBwRAkeChZrandA","Remeron® 30mg film tableta","mirtazapin","film tableta",,"R","N06AX11","MERCK SHARP & DOHME D.O.O."
"hAAmkWdvwZPo0dtU2i9cHwp1sHM","Xeplion 75mg/0.75mL suspenzija za injekciju sa produženim oslobađanjem","paliperidon","suspenzija za injekciju sa produženim oslobađanjem","B","SZR","N05AX13","PREDSTAVNIŠTVO JANSSEN-CILAG KFT BEOGRAD"
"pclKmdbmSanrdBwJFTfbjHpk7dU","Diltiazem Alkaloid® 90mg tableta sa produženim oslobađanjem","diltiazem","tableta sa produženim oslobađanjem","A","R","C08DB01","ALKALOID D.O.O. BEOGRAD"
"aaka9aPlMJFZz2YAyL1O1DWD9IL","Zyvoxid® 2mg/mL rastvor za infuziju","linezolid","rastvor za infuziju","B","SZ","J01XX08","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
